"review_id","user_id","business_id","stars","useful","funny","cool","text","date","user_name","user_review_count","user_yelping_since","user_average_stars","user_male","word_count","male"
"dzME4SBh0rSOO4o1H2YOKw","tSeDetUavAUF6C0UXi66Sg","sizgsuBgbH1ShRE5iDTjxA",4,0,0,0,"This is a small place where you'll also find Ben and Jerry's. This is almost like the Indian version of chipotle. Quantity is great and food is tasty. Although messy, I like the naanini!","2016-07-26 16:50:58","Natasha",18,"2012-06-30 23:13:38",4,0.0029,36,0
"vseOXb2WDVd4kSfX_eZyoA","TmGCxJBRkhgrxTLCD1FmUA","ySnytWfe4SfngwfTUl3OoA",2,0,0,0,"Customer service was not great. I asked for a BURRITO and ended up with some sort of chicken platter. I decided that wasn't that big of a deal and took it even though I was slightly annoyed. 

The food is kind of bland. The salsa is good and fresh but that's really the only good thing I can say about this place.  The chicken doesn't seem to be good quality and isn't cooked well. I won't be returning.","2014-06-12 22:36:36","Kaitlin",14,"2014-05-08 03:42:26",3.64,0.0013,83,0
"TKCm6d8862jwWa7FNzxMfA","wDGaJQtD0XsdU8T2FEMS4A","JafzmqQsbZAr-JE99rOGtw",5,0,0,0,"Love this place! Coffee and pastries are great and the staff is really friendly and helpful.","2015-01-05 21:57:29","Sarah",31,"2010-03-15 01:36:34",3.81,0.0029,16,0
"JLjuYJAs8z8Mk4iz0hm_mw","0HbkAO1m5xze2Obc9yzyGA","ySnytWfe4SfngwfTUl3OoA",1,1,1,0,"Raw chicken

I had eaten Boca Grande on for years, not because it's such a great place or such a wonderful experience.  The place was next to where I worked at the time and was a source of quick and convenient lunches.   Pasty, flavorless burritos?  Yes.  Nasty, unfriendly staff?  Indubitably.   Clean and spotless?  Nah...

One day I ordered their grilled chicken and ended up with a box of raw chicken pieces, browned just enough on the surface to make them appear cooked.  I took a bite, saw the bloody uncooked protoplasm, spat it all out, threw the mess into the dumpster, ran over to Rite Aid, bought some antibacterial mouthwash and spent the next ten minutes rinsing and gargling, attempting to get the taste of dead chicken out of my mouth.

Raw chicken.

Are you kidding me? 

Gross.","2013-11-16 18:01:50","Tom",53,"2013-07-29 21:30:43",2.34,0.9969,139,1
"pac39zob24haslpZtGukUw","fIl2vuddRLlfjf9ya_aUSQ","zkUgoHp4cyCpOyrJKofX6A",5,1,0,1,"This is an institution among students in Boston....well at least among my circle of friends.

I think I ate here almost once every week over my four years in Boston.  Somehow I can't get sick of their food.  My favorites are the boneless fried chicken, fried chicken curry, miso-marinated mackerel, hamburg steak on rice and spicy beef bowl.  All super duper yummy.

You can always request for an extra fried egg or cheese to be added to anything.  I love those extras with my curry (sounds weird with cheese but it's really yummy).

Service is always quick and they've gotten their operations here down to an art.  It's tiny but you can fit a group of 5 or so if you don't mind waiting a little.  The lines get long during peak lunch/dinner hours but I say it's totally worth the wait.  You can place your order while in line so that your dish will be ready when you're table is ready.  It's located right beside the Porter Exchange T-stop and there's also a parking lot that's free.","2007-12-18 14:29:45","Princess",337,"2007-08-24 14:08:42",3.64,6e-04,191,0
"L2zArmeghuSe3wvZdiW-WA","Gv9A_Npzwz4vNm_MoH0UWA","D-kkOr5VQhdP-FtBFJWUjQ",1,1,0,0,"the food is disgusting  n tasteless. drinks r high  priced n the place smells like mildew when u walk in. they need a new cook, remodeling  n menu.","2014-08-12 17:51:58","Green",22,"2010-06-29 13:34:57",1.58,1,28,1
"HkLLyuUBIXnZ_VgkSTRgrA","M7h3ZRLfL-SZkTA5tR0Exw","zkUgoHp4cyCpOyrJKofX6A",5,1,2,2,"OH CAFE MAMI.
if I could sing, I would sing you a praise, however, with my lack of talent, it'd come out to be more torture than delightful. 

After living in Boston for 4 years, all the way at BC, which, is at the end of the green line, I've made countless treks to eat at your tiny tiny establishment. Rain or snow, I'll be there to experience the tastes of true culinary goodness. Personally, I love the chicken that is lightly breaded and fried. The tenderness and flavorful chicken never ceases to amaze me. Then there's your famous hamburg with the tomato sauce. I'm salivating even as I type this. 
To top off all that heavy meat, the side salad is light and refreshing, a perfect compliment to any dish. 

A meal at cafe mami always leaves me satisfied and happy. and most importantly, always wanting more.","2009-08-06 23:10:26","Cindy",287,"2008-07-08 00:45:46",3.54,0.0028,152,0
"mWxb2Kwq_sK3I2DYrBiyng","crU_QCFgaBlBbFJtzej8Vw","D-kkOr5VQhdP-FtBFJWUjQ",3,3,0,1,"Toni L. is right, it does seem like less of a pool hall and more of a bar that happens to have pool tables -- but that's sort of to be expected when you have that many corporate captives being unleashed back into the wild at the exact same time every friday. It's bound to become a bar with pool tables instead of a pool hall with a bar.

The food is OK and the waitresses and bartenders are really nice -- which is suprising based on the amount of crap they take from customers. I'm always embarrassed on behalf of the human race everytime I go in there and witness the way people treat employees. I find myself constantly apologizing for other people's behavior. But then, that's just cambridge I guess.","2008-05-15 20:30:18","Jennifer",31,"2008-05-13 21:41:15",3.53,0.0031,135,0
"zI0FGktQ_NbNaZwgD0jSEg","Th2l5AsaX052QzikRhvo0g","oYN2AV5oYv93Z2NevvOKmA",4,1,1,0,"Grafton Group restaurants are like Wes Anderson films (not the décor per say, but the restaurants themselves) - you'll know one when you see it. Park is no different (dark shades and revival furniture).  Love the faux living room corner. 

Though more playful (and perhaps more casual?) than Russell House Tavern, Park shares the same approach to the menu.  Well executed American. Granted, it isn't that innovative, nor is it a value choice, but Park isn't trying to be either.  

Still a winner (particularly the bar).  No shame in a whimsical play on an old standby.","2013-01-30 21:50:12","John",27,"2011-11-14 14:33:26",3.89,0.9961,98,1
"gn44fzqT4LSuBCnTU-J2Aw","hLvInByM9UGS13NEaWnH8g","ySnytWfe4SfngwfTUl3OoA",3,2,0,0,"Bottom line up front: this burrito is alright but it's not great even compared to New England standards. I ended up paying $11.00 for a burrito with chips and salsa. Bad price to taste ratio. On the plus side the service was friendly and they do have a wide selection of meats to choose from.","2010-01-15 21:05:03","Erik",685,"2006-12-07 20:04:05",3.86,0.9952,55,1
"6hZkebEQXrGGVZbrw0sLwA","JZhJsBXc5yMYvY3jO7lVFw","0_GJkryoUNKS9YOTUrthsQ",3,0,0,0,"The concept of custom made pizzas is neat, there is a large variety of toppings and the process is quick. However, there is only one size for pizzas and it is relatively small. Our pizza was slightly burnt on the bottom and incredibly greasy. It tasted okay but I have definitely had better.","2016-06-23 21:41:58","Jenna",94,"2015-04-25 20:25:56",4.38,0.0017,53,0
"5GQ-SaKo0gVMkJRJzDaX2A","votU4Zb4fMREM8zAd2rKAA","oYN2AV5oYv93Z2NevvOKmA",4,2,0,0,"Finally a nice and cosy place to hang out with your friends in Harvard square! The decor is sooooo cozy and friendly that you can be pretty sure you'll find me there in the coming months grabbing a beer with friends or just hanging out! I would recommend it anytime! Awesome playlist on top of this","2013-02-26 18:47:01","Azalea",105,"2012-11-27 18:49:29",3.9,0,57,0
"4c4guAYqktN_JYAAsZpIlg","a_RevOJ0eCsyZVPcWdKa3g","sizgsuBgbH1ShRE5iDTjxA",5,1,0,0,"Don't be fooled! It seems that given the location and the atmosphere you will be eating sub-par food but that is not the case. This is a great place to grab something when you are on the go, but you will want to sit down for this!! 

This place serves really good food and fast. Ask for the spiciest if you love spicy food. :)","2015-10-25 10:01:20","Hortencia",40,"2013-10-31 17:07:18",4.3,0,66,0
"8YwdSHmBde_Alspd0_K5Aw","O5--g7ZLIFGh2viOj4dBMg","UNWc7b0bte0LoCU2xsRGyA",4,0,0,0,"I used to come here a lot on my way to work to get my usual bagel with cream cheese and one of the specialized tea lattes. I always miss out on the special coffee thing they have only in the afternoon time! $5 limit for credit card use! 

The tea lattes that I always get:  Mate (definitely caffeinated, watch out!),  Rooibos (a bit on the sweet side), and Chai...now that I think about, there are varieties for that one, so be sure to describe the type carefully? Sometimes I feel like I keep getting the same taste with most Chai flavors...or maybe it's just me. 

The owner (Simon) is really nice. I can see the love and care he puts into his shop (local also btw!), especially when he comes out every now and then to mop up the floor or clear out things after he finishes making an order.","2012-09-14 04:44:14","Melody",139,"2012-09-03 15:40:54",3.94,0.0018,153,0
"rjs9KssQIxAkGVyAS2KCXA","Z47mBnfjSrDDhhzFxU_w0Q","ySnytWfe4SfngwfTUl3OoA",3,1,0,0,"They have fountain Cherry Coke and are a good place for dining alone. That's really all I can sell you on. The burritos aren't bad, but eating them isn't like talking to god.","2014-12-19 17:59:51","John",49,"2014-10-07 12:55:36",4.04,0.9961,36,1
"ZZ5ijFcYYSeTEBM_deSgyw","YCc4ixpCGqiWlnBhmhZOZw","D-kkOr5VQhdP-FtBFJWUjQ",3,0,0,0,"Finally finding some pinball.  FTJs currently has two pinball machines- Simpson's Pinball Party and Twilight Zone.  Twilight Zone and I don't get along, but I found it to be in good working condition.  Simpson's Pinball Party was in slightly rough shape, but it was fun to play.

  There isn't a change machine, but the bartender had plenty of quarters on hand.  There was also a Golden Tee machine for those interested.","2010-03-21 00:03:55","Graham",44,"2009-10-28 19:22:21",3.74,0.9965,75,1
"5H2bqk4O6-Pp6cf7SAb_Hg","K_wKU32vgQY7vmdi1aJpeA","UtS03G9OuSNuEtm-lHcf7w",5,0,0,0,"Three charms of The Cellar:

1: shared sink outside of bathrooms

2: bar and patio tables for easy group seating

3: Quentin.  As if Faulkner himself dropped the best bartender in Boston behind the massive bar.

This place earned 5 stars back when you could only order bags of chips for food, and the stoop was used to share a smoke.","2008-09-01 13:50:31","Ian",25,"2008-08-30 18:21:46",4.28,0.9962,57,1
"s9gHrjUOsz1seeESo1EPOQ","ZiPDydLLjReH1wlvjN3Vog","UNWc7b0bte0LoCU2xsRGyA",4,0,0,0,"I'll preface my review by saying that when I go to a coffee shop, I usually get a hot coffee and dump in a lot of cream. Not a fancy-drink kinda girl.

Simon's is a solid place, presumably they are authentically local-hipster-artsy-etc.

Consistently, their drip coffee is very good. Nice roast, flavor, strength. Staff are generally friendly. Line in the morning tends to be on the longer side.

Minimum $5 purchase in order to use a credit card is enough to dissuade me from going there, especially if I just want a coffee drink. I carry cash about 3x per year. There are a ton of other payment methods out there which are friendlier to small businesses! If the pastries were more delicious, I might mind this less, but I have unfortunately been underwhelmed a number of the pastries - dry, not super flavorful.

I'm a little bummed out that there's no free wifi (even like 15 minutes), but I understand that might increase costs considerably for a locally-owned, small business.

Bottom line: I'd go to Simon's if it were convenient and I had cash, but I might also hit up the Starbucks down the street.","2014-09-28 00:26:51","Kristen",52,"2011-08-15 12:55:25",4.08,0.0089,204,0
"hs1wYDJ_NNGXUOzSNILOOw","SCTuKrEe8aimaU0-yXMVwA","yS1RR_uXSzJb3AfYMSnt4g",3,2,0,0,"Came in for dinner tonight. We met a welcoming hostess at the door whom later we found out was the owner. She sat us at one of the last tables and asked if we had been before, I said no. She asked if we were ""groupies"". After a second I got it and said yes, we bought the groupon! She made us comfortable and suggested some popular stuff on the menu like some special makimonos. 

Our server, didn't get his name, though he was awesome the whole night. He mentioned, oh I saw you met the owner. I didn't even know she was the owner til then but it was cool to see her overseeing her place. 

We decided to go with the sushi sashimi platter for $30 and a pad Thai for $11. To start we got shrimp spring rolls $6. 

The rolls arrived looking small. I immediately noticed there not to be much shrimp. There were 2 tiny shrimp in each, which were cut in half down the side, so it was technically 1 shrimp per roll. It was like eating 2 rolls of vermicelli and iceberg lettuce. The sauce on the side was good however. 

The sushi platter came out first looking good (10 sashimi, 6 sushi, 1 roll). I thought it had a decent variety of fish. Everything from your typical tuna and salmon, then some white tuna, fatty tuna, yellow tail, octopus and eel. The pieces were thick. For a sushi and sashimi platter I wouldn't consider octapus to be a good choice on the plate as it very rubbery and doesn't appeal to all tastes, I would of liked to see another eel or ikura. Everything was very fresh though and the white tuna was incredible. They subsituted the roll on the side from a tuna cucumber to spicy tuna at no charge. The spicy tuna was one of the best I had. It had the big chunky tuna in it with just right sauce and rolled in poppy and sesame seeds. 

The pad Thai arrived delayed and was bland. It tasted very pasta like. It could of used more sauce to soak in. The pieces of chicken were tender. The shrimps were small and not many. Overall I can say it needed some flavor. 

I had asked for tea in the beginning and a small pot was brought over, then I was shocked to find out they charged $6 for it on the bill! Had I known that I would of gotten an actual drink. I mentioned this to our waiter who was very understanding. You could tell it wasn't the first time he's heard a complaint about it. It wasn't really great tea either. I like the natural kind with the earthy stuff in it. This one was powder based and bright green. Your forewarned of the tea! 

The miso soup was never brought out with dinner. When mentioning it to the server he apologized and gave it to us to go instead. On the way back with our change he mentioned he spoke to the owner about the tea and they may consider the charge in the future for it. 

I found the sushi/noodles to be a bit pricey for the area. I was pleased to have the groupon to get to try it out before paying the full price. The Groupon was definitely a good thing to bring new business in. Parking in the area is a bitch so I probably won't go out of my way to seek it out again. I did like the atmosphere though. I may give it another shot in a few months to look for improvements after they get through their ""being new"" transition.","2010-01-15 02:45:24","Julie",626,"2006-12-27 03:05:55",3.85,0.0027,619,0
"vAJ-OIxu9siHdmqDXdmweg","sO0xhNh8Uc2JOnAHzx961w","oYN2AV5oYv93Z2NevvOKmA",5,0,0,0,"Man, I feel like an alcoholic, making a bar review for a perfectly viable restaurant...

My deal with Park is simple enough. After ordering two amaretto sours, Park ran out of amaretto. Instead of apologizing and then awaiting a different order, they made me mock-up of an amaretto sour, asked me if I liked it, and offered to replace it if not. Plus, when the bill came around, the drink was discounted.

That's some pretty fantastic customer service and went a very long way to making me a very happy customer.","2014-09-29 03:50:47","Andrew",148,"2012-08-25 01:22:59",3.21,0.996,93,1
"8MVq5H5xiVF4Rsrwfxr7-w","ESrMYg0nQaaI5PT2vmEmiw","JafzmqQsbZAr-JE99rOGtw",5,0,0,0,"I absolutely adore their Oxford Fog (English Breakfast and Lavender syrup) tea! I cannot wait to try their other tea blends!","2016-05-08 12:14:11","Hayley",6,"2013-08-24 14:55:16",4.83,9e-04,21,0
"EL4n6unaH7MfNLR2SrTfFQ","s3SBTp7tN4eF0wtrNIAizA","vjx_lLRImGPZCu_B7arMOw",5,0,0,0,"Good lord, I love this place. Unassuming and unpretentious, and the dishes are out of this world. My favorites are the oxtail and stewed goat, both perfectly seasoned and tender. Every order comes with rice, beans, and side salad. The Jamaican patties are flavorful and spicy, and highly addictive. The staff is super nice. They will set aside a quickly sold-out dish of you call ahead.","2015-10-09 19:13:51","Linda",3,"2012-10-07 01:38:18",2.33,0.0024,67,0
"S80bfgU9hjRbCsZbVOyo7Q","bRdZipKB-4Q280Qv4cXh1Q","0_GJkryoUNKS9YOTUrthsQ",5,0,0,0,"Fresh, looks good, tastes good, their pizza is thin and not overloaded with dough or sauce, not greasy and more European than US style. 

I loved it, put my own together with the regular sauce pepperoni Italian sausage and banana peppers, and it was delicious.

Price quality satisfaction ratio is top!","2016-10-29 13:11:15","Jake",59,"2012-09-29 21:07:09",3.59,0.9979,51,1
"M1YMMS7FcggrMog8fL9h7Q","-l98FR9z6E30moLsUZveVA","UtS03G9OuSNuEtm-lHcf7w",4,1,0,1,"This is the bar you want to become a regular at. The stone walls remind me of a cozy den.  This is not a fancy-pants affair, but a warmer, nicer, cuter version of say, Cantab's basement.  It has a loyal ""usual"" crowd where you'll  recognize enough people to comfortably enjoy a beer even if you are solo. Quentin (the bartender) is the nicest, smiliest man alive.  The other bartenders are so hip you wish you were them - but remain friendly while exuding cool. That's a rare and complex combo. The owner is a hoot.  The crowd is always a mix too - everyone sortof fits.  Finally, cheap beer. So good. The wine is fine, but the glasses are tiny. Does anyone else hate drinking wine out of tiny glasses? Otherwise, it's the cellar. Always the cellar.","2006-03-17 22:19:49","Sara",7,"2006-01-23 19:05:11",4.43,0.0029,140,0
"Y8qhib4Rgqts8m09no0CSw","9jMU4Ghm2jTUEROAggjZdg","kYD1PIXBsyZQXG_AEJB7ew",3,0,0,0,"I've been a few times for take-out lunch with a large group.

The service has always been good (they even have free bread/rolls to munch on while you wait). My only complaint is that paying by credit takes a minute; there's one machine in the back shared by all of the cashiers.

For the area, the price is fine. The food is good (although I've gotten one of the specials every time I've gone).","2009-06-08 01:20:10","Zach",29,"2009-06-08 00:42:54",3.34,1,80,1
"U5ha1FJX8u1J1AWY8pX26g","T9G1ZsNVCElU9_Dh2P-kxA","yS1RR_uXSzJb3AfYMSnt4g",4,3,0,0,"I had my doubts about another Asian fusion place in Inman Square but after many visits over several months it's high time to give Ginger Exchange its due. Pretty darned good sushi (and by Boston /Cambridge standards, actually, quite good sushi). Grilled eggplant dish is quite tasty. Great dumplings. Nice selection of beers and wines. Personable, competent bartenders. Bar you can eat at. Hey! ...

... My only quibble is the slightly inflated entree prices. But they're providing good ""East Asian"" in Inman ... so I won't hold it against them TOO much.","2010-05-27 02:01:10","Rebecca",142,"2007-07-23 15:00:42",3.85,0.0027,93,0
"B24i6V_eD7RuK0yJ2Iy1Cw","fLvg-Y4nh_x-z7fOjhfYBg","yS1RR_uXSzJb3AfYMSnt4g",3,4,2,4,"Here's what the menu left off: Bon-chon style chicken wings or what they call ""Wow! Wings.""  Wow, indeed. You get 8 for $6.95. That's 8 jumbo size wings perfectly breaded and juicy that come in Thai BBQ, Soy garlic, and Spicy.  The flavors aren't overpowering, and the spiciness is easy to handle.  I couldn't find these on the online menu, or the standard restaurant menu, but only on a small flip-menu at the bar.  I don't understand why they are so hidden, because these need to be prominently featured on the menu.

The bento box combo was an insane amount of food and a good deal for 18 bucks, enough to split for two.  My main concern was the korean BBQ beef, but it was tender and edible, not chewy.  The gigantic box included house salad, fruit salad, rice, spicy salmon roll, potstickers, and summer roll.  If I had to do it again, I would not get the summer roll.  Although the dipping sauce is delicious, the noodles of the summer roll were obviously cold and refrigerated for too long, as they were hard and inedible.  

Delicious dessert made up for the mediocre entrees and consisted of green tea ice cream, and ice-cream filled mochi bites.  My only qualm is the priciness of the $2 bite sized mochi.  

Otherwise, Ginger Exchange is your typical asian-fusion bar/restaurant with hip decor and a mess of a menu. Unfortunately, they have a pretty limited sushi menu.  It's redeeming quality is the great bon-chon style wings, because otherwise this would drop to 2 stars.   My suggestion?  Grab a buddy and hit the bar to order a dozen bonchon wings while watching the game. 

Food (6/10)
Plating (3/5)
Service (5/5) - Even kind enough to print our BuyWithMe
Decor (4/5)","2011-01-18 02:07:56","Jason",121,"2009-11-06 17:35:27",3.43,0.9948,296,1
"DyS4ctUZukERwWI673Wd_w","gi1-8zix1zbbpOIvDr_Obg","JafzmqQsbZAr-JE99rOGtw",5,2,1,1,"I shouldn't say nice things about this place because then it will become even more popular and harder to get a seat. But, since I have spent a billion hours here in the past 4 years of living nearby, I wanted to contribute. 

First, I was amazed at how so many reviews said the staff was rude or had bad attitudes. I think they are so great! Over the years, sure there has been a lemon or two in the bunch, but on the whole, I have found people to be cheerful and patient (even though I rarely know what I want when I approach the counter...). In fact, the positive vibe from the staff is one of the big reasons this place has a nice relaxed energy.

They are no longer cash only. They accept cards!! Woot!

They serve Curtis street bakery amazingly delicious gluten free baked goods, although they run out fairly often. 

They also offer 45 minutes of free wifi.

And the drinks are great. The mango ceylon iced tea is delish. Their iced coffee and regular coffee is great. I don't get cappuccinos much, but they are made with much TLC.

Warning: If you come here on a Saturday or Sunday, you will have a hard time finding a seat. It is a small place. But they can't make the building bigger and did the next best thing by opening a second 1369 down the road (where seats are much easier to come by). During the week, especially during the day, I am able to find a seat 95% of the time.","2013-06-26 17:29:58","Trisha",35,"2009-10-30 16:05:41",3.42,0.0012,265,0
"a_yF_LiO7xFhjHRov0MVsA","mCrTMGXtIl7AurdDv2XUWw","G7iw9QSWBMyB05yvq-xs4Q",5,0,0,0,"A quick follow up - obviously the Fuji staff is keeping up with Yelp.  My last order I received gratis, which I really appreciated.  Thank you for caring about my experience with your restaurant.  I plan to order again this week, so hopefully all goes well :)","2013-02-25 15:27:29","Kristen",35,"2010-04-25 23:34:54",3.92,0.0089,45,0
"iuOjX74_R7uAPtNivLxQIw","gcRJanFUBeSS-J3w6yl47A","G7iw9QSWBMyB05yvq-xs4Q",5,0,0,0,"I thought it couldn't get any better!  Went to Fuji again, this time for dinner...The roll creations are incredible and because I am all about presentation, the food looked as good  as it tasted. Once again I was greeted by and attended to with outstanding service and hospitality. I am looking forward to the next time!","2015-05-16 16:36:41","Georgette",7,"2011-12-22 20:50:44",4.63,0,58,0
"iRGnb9zef1F460Rrbo5-tw","tEz3i4U8f16c9bF6EOGlOw","9qCjkJvgnpzOjKLodDEMxw",1,1,0,1,"I haven't seen an owner that rude, irritated, disrespectful to his customers !!!! I went there tp get some food to go, and he made me feel like I should get out of the restaurant asap. I was trying to be friendly and start a conversation, but he answered me in a really rude way and insulted me with his answers. He didn't insult only me but also his employee. I really feel sorry for his employees. Obviously he's not happy with his job, and he makes his employees and customers uncomfortable. I don't even want to talk about the food. It was literally disgusting!!","2016-07-05 19:20:01","Pelin",2,"2016-07-05 19:19:57",3,0,108,0
"uvn65KM3sIpt9vqO_M66kw","0pi0YMzt9h4U8j2qRfjAPQ","G7iw9QSWBMyB05yvq-xs4Q",4,1,0,2,"Great lunch box! Serve in various delicious type of food. Enjoyed a lovely lunch with my love again ;)","2017-05-30 00:04:05","Doris",4,"2015-07-22 05:28:51",4.75,0.0069,18,0
"FdeHDwxSsFN5i9FmNTjZ0g","Vi3plJJwaF-LvDuElKn_IA","K48RyUD_dYWfknfS9h0Fwg",1,0,0,0,"I was a big fan of Tatte, had a few great eats before, last visit was disappointing: my table had leftover food from the last visitors, nobody cleaned it up, dirty tables, shashukas were soupy and mild in flavor (we had three, all average but not great), got attitude while picking deserts...felt ripped off since we gave tip yet did not have all the normal basic services","2017-04-23 17:02:49","Benjamin",2,"2015-05-10 01:24:45",3,0.9962,68,1
"9F81ogEJBf6NURsSVSEf9w","68RsiclF-6Tqc95JVSxxcQ","G7iw9QSWBMyB05yvq-xs4Q",4,0,0,0,"Great service, huge menu, beautiful and tasty sushi! There are also wok dinners, udon noodle bowls, etc. So yummy!","2018-04-18 01:00:54","Christine",11,"2015-11-05 21:54:17",4.55,0.0032,19,0
"n-5Hwcor65O-Ico5OeCqtQ","FtJQXNepCD-MVjNpJDYvlQ","9qCjkJvgnpzOjKLodDEMxw",5,0,0,0,"This is definitely one of my all-time favorite restaurants here in the Boston area.  They are opened up all the time - even until 3!  I love their chicken falafel wrap with hot sauce, and maybe a little hummus if I have extra napkins. 

The ground beef and steak wraps have a little too much connective tissue, which is why I avoid them. 

The chicken plate is excellent as well.  

Their pastries don't seem to be home made.  I would avoid that.","2010-05-28 14:58:46","James",176,"2008-11-02 03:28:24",3.21,0.9956,82,1
"ZGpVrDNRaUCHp5jBhVx75A","ExwfEKVltnTIyYfOJisIPw","ySnytWfe4SfngwfTUl3OoA",3,0,0,0,"I used to be a die-hard Boca Grande fan. Now I know it's because I just didn't know any better. I really enjoy the California burrito (bean sprouts and sliced avocados). No other burrito places have this option. They also have a few different fillings to choose from- two kinds of chicken, some veg options, steak, and a few more.

Burritos are a seriously cheap meal to produce (beans, rice, a little bit of meat and a tortilla), and I don't think you get what you pay for here. You have to pay extra for the beans and rice if you get a California, and they charge a ridiculous amount for guacamole and sour cream, separately. Refills are not free. All of the burritos are the same price, so if you are getting steak then you are getting a great deal-  but if you don't want steak then why the hell are you paying so much?

My biggest complaint of all with this location is that the staff doesn't speak very good English and they really resent you if you can't understand what they are saying. I am always over-the-top polite, but that never stops them from talking about me in Spanish while I'm standing right there. Obviously I don't speak Spanish, but it's not that hard to figure out what is going on- they don't bother with subtlety.","2010-07-14 22:12:30","Anna",40,"2010-04-05 04:56:55",3.79,0.0029,242,0
"4Qdb9YAHIclCIMazCTKhjw","hBicl52tMVsTecdZSVL-lQ","ySnytWfe4SfngwfTUl3OoA",2,4,1,1,"CHEAP.

In price.
In content.
In experience.

A soggy, sticky tortilla, blahh rice, day-old-tasting chicken, 1/100 of a teaspoon of guacamole, a sliver of cheese and WHERE THE HELL IS THE SOUR CREAM OR TOMATOES?! How do you run out of these things, being a tex-mex establishment?  Or are you just too lazy to go back to your fridge and replenish your stock?

Better than Anna's. NO where near Chipotle.","2008-01-09 04:12:26","Leighann",961,"2005-10-25 23:52:17",3.94,0,73,0
"Jcd_pD8EqITR_EQ3PImQ4w","XA_9G6NxM9XyhHhnQ0UUDA","K48RyUD_dYWfknfS9h0Fwg",3,0,0,0,"Very cool atmosphere and fun place and of course perfect location! However experience was not as great in terms of the food. They were out of chai and chocolate croissants so I got a regular croissant which was okay but a little dry. They also didn't have a toaster upstairs to heat up the croissant which was a little disappointing. The thing that got me the most was their insanely high prices! Everything seemed over priced to me. However, I will probably go back and give it another try.","2016-11-14 04:46:31","Gabriela",29,"2012-06-21 23:42:39",4.3,0.0049,90,0
"ih4kco17Qej0DNTTR3sRTg","2VKyT3D4i3MG7C7FuPIknA","cddsQYuoK6qF0BM-r3k-vg",4,0,1,0,"There's really not much that can be said about Uno's - you've all been there (if not to this one, than to another), and the food is decent, if not better than most chain restaurants.

This location gets an extra star for really really nice servers.  They're just sweet, and kind, and super fast.

I almost took that star back off for the ridiculously narrow bathrooms, but I guess they somehow add authentic ""flavor"" to the place.  God forbid you're obese or handicapped though...","2009-11-08 20:51:07","Jillian",301,"2008-03-09 19:00:04",3.9,0.0028,88,0
"9DxN4jLUT7SG7sWv0GyA-A","9MdIWvCdHPMC-bkyTVo9qw","K48RyUD_dYWfknfS9h0Fwg",5,0,0,0,"Really great setting. You got to try it at least once. Grab a book, fight for a seat and just enjoy it","2017-05-16 01:26:55","Cheikh",2,"2016-11-18 23:31:37",5,1,22,1
"SVTjwbjpO5LAIn1L0qRTQQ","RGs-KAllVqmqgrepVW6IaA","G7iw9QSWBMyB05yvq-xs4Q",3,0,0,0,"I ordered Unagi bento lunch box. It was not too bad. Unagi tasted a bit bitter but miso soup tasted good. I do like the atmosphere inside the restaurant. Decorations are nice.","2014-05-31 16:57:44","Nan",16,"2014-03-12 22:38:41",3.81,0,32,0
"NRCFeJ7FZxiHUT6upUBkbg","YREeOGdR4T7wXjhIylYKeA","K48RyUD_dYWfknfS9h0Fwg",5,0,0,2,"I'm over the moon about Tatte opening in Harvard Square! Beautiful ambiance and quality food (per usual)! 

Came in at 9 am on their first day and was, as always, pleased with the atmosphere and decor. Staff were very friendly, even with being a little stressed figuring things out on their first day serving customers. 

I got a delicious pastry basket ($9.50). The pastries were fresh and sweet, and the complimentary coffee was very much to my liking. Thick and strong, but not too watery. 

I will definitely be back. I'm so happy to have a Tatte within walking distance of me.","2016-10-04 13:50:56","Allison",42,"2016-01-13 19:28:12",3.78,0.0082,102,0
"B73eh9pUGkKfmRZnYWLasQ","XERqFRkakFocbjjJRS8GUw","sizgsuBgbH1ShRE5iDTjxA",1,0,0,0,"Absolutely horrible service. The servers rush you, don't really listen at all. Won't go back.","2011-09-05 06:33:35","manish",26,"2011-09-05 06:32:50",3.27,1,17,1
"ynBiBrfGryVoZGGbNOiKiA","CDFDiT6cSdTvWoq7G-ZODA","oYN2AV5oYv93Z2NevvOKmA",5,0,0,0,"Cocktails, bar snacks, beers... hell I've even had Thanksgiving dinner at Park. Looking Glass might be my favorite Mezcal cocktail in the area and the chickpea veggie burger is the absolute best. I was led astray only once, tempted into trying the nearby Grendel's Den. Never again. My allegiance is to Park, and yours should be too.","2016-12-25 20:20:30","Harrison",10,"2014-08-19 15:28:58",2.5,0.9962,59,1
"iuko5m0wQImx4iNz1Lf9bg","16L58WcB-RmvtxDmUHwi6g","9qCjkJvgnpzOjKLodDEMxw",4,0,0,0,"SUCH a cute little falafel place!  And the A3mu (Uncle) that runs the place is this adorable little Syrian man who will let you sample his amazing lentil soup if you converse with him in arabic (hehe, if you know but only a few words, I'm sure this will also score you some free treat points :)  The falafel is MAGIC!  I've eaten my share of arabic cuisine, but his falafel is easily the best falafel I've had...ever!!  
This place is literally down the street from the Central Square T stop, so if you're looking for a quick bite to eat, check it out :)

Bon apetite!","2010-12-03 15:21:33","Yasmin",227,"2008-07-24 14:59:37",3.81,0.0042,111,0
